OID_,gml_id,beginLifes,conditionO,beginning,end,endLifespa,informatio,reference,localId,namespace,horizontal,horizont_1,horizont_2,referenceG,currentUse,numberOfBu,numberOfDw,numberOfFl,documentLi,format,sourceStat,officialAr,value,value_uom,AREA,MEAN,Usable_SR_MWh,Elec_Prod_MWh,Shape_Length,Shape_Area
1,ES.SDGC.BU.000300200YJ27D,2010/11/16 00:00:00.000,functional,1880/01/01 00:00:00.000,1880/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0003002&rc2=00YJ27D,000300200YJ27D,000300200YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000300200YJ27D,jpeg,NotOfficial,grossFloorArea,224,m2,87.500000000000000,1131.332624160000023,98.991604613999996,13.621244794886399,44.488840407867883,91.891927991758735
2,ES.SDGC.BU.000400100YJ27D,2008/10/20 00:00:00.000,functional,1945/01/01 00:00:00.000,1945/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0004001&rc2=00YJ27D,000400100YJ27D,000400100YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,2,2, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000400100YJ27D,jpeg,NotOfficial,grossFloorArea,798,m2,318.750000000000000,1184.634928389999914,377.602383424312450,51.958087959185399,117.104323486258650,468.195782621377134
3,ES.SDGC.BU.000800100YJ27D,2003/01/27 00:00:00.000,functional,1924/01/01 00:00:00.000,1924/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0008001&rc2=00YJ27D,000800100YJ27D,000800100YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000800100YJ27D,jpeg,NotOfficial,grossFloorArea,402,m2,87.500000000000000,1108.980394639999986,97.035784531000004,13.352123951465600,70.738058122761856,227.895787506293829
4,ES.SDGC.BU.000800200YJ27D,2008/10/20 00:00:00.000,functional,1923/01/01 00:00:00.000,1923/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0008002&rc2=00YJ27D,000800200YJ27D,000800200YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000800200YJ27D,jpeg,NotOfficial,grossFloorArea,450,m2,137.500000000000000,1150.316891760000090,158.168572616999995,21.763995592099199,77.277788201636184,294.146657741545596
5,ES.SDGC.BU.000800300YJ27D,2003/01/27 00:00:00.000,functional,1924/01/01 00:00:00.000,1924/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0008003&rc2=00YJ27D,000800300YJ27D,000800300YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000800300YJ27D,jpeg,NotOfficial,grossFloorArea,387,m2,243.750000000000000,1150.877931250000074,280.526495742187535,38.600445814125003,114.218195884686480,383.840984997801343
6,ES.SDGC.BU.000900100YJ27D,2013/08/02 00:00:00.000,functional,1930/01/01 00:00:00.000,1930/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009001&rc2=00YJ27D,000900100YJ27D,000900100YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000900100YJ27D,jpeg,NotOfficial,grossFloorArea,675,m2,193.750000000000000,1162.341279060000033,225.203622817875015,30.988018499739599,100.108712633061572,305.514342989087197
7,ES.SDGC.BU.000901600YJ27D,2008/10/20 00:00:00.000,functional,1930/01/01 00:00:00.000,1930/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009016&rc2=00YJ27D,000901600YJ27D,000901600YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,0, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000901600YJ27D,jpeg,NotOfficial,grossFloorArea,122,m2,62.500000000000000,1152.474487299999964,72.029655456249998,9.911280590779999,47.358425222476129,116.035262505216949
8,ES.SDGC.BU.000901700YJ27D,2016/10/03 00:00:00.000,functional,1930/01/01 00:00:00.000,1990/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009017&rc2=00YJ27D,000901700YJ27D,000901700YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000901700YJ27D,jpeg,NotOfficial,grossFloorArea,1369,m2,481.250000000000000,1233.670628139999963,593.703989792374955,81.693668995430798,135.075251576245307,731.732789116685353
9,ES.SDGC.BU.000901900YJ27D,2008/10/20 00:00:00.000,functional,1924/01/01 00:00:00.000,1924/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009019&rc2=00YJ27D,000901900YJ27D,000901900YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000901900YJ27D,jpeg,NotOfficial,grossFloorArea,248,m2,81.250000000000000,1170.876183139999966,95.133689880124990,13.090395727505198,57.061812044951857,134.111190006392491
10,ES.SDGC.BU.000902000YJ27D,2008/10/20 00:00:00.000,functional,1924/01/01 00:00:00.000,1924/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009020&rc2=00YJ27D,000902000YJ27D,000902000YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000902000YJ27D,jpeg,NotOfficial,grossFloorArea,263,m2,81.250000000000000,1211.557110129999955,98.439015198062492,13.545208491253399,55.958693054926783,144.203499998898224
11,ES.SDGC.BU.000902100YJ27D,2013/08/02 00:00:00.000,functional,1900/01/01 00:00:00.000,1900/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009021&rc2=00YJ27D,000902100YJ27D,000902100YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,0, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000902100YJ27D,jpeg,NotOfficial,grossFloorArea,406,m2,237.500000000000000,1185.363811290000058,281.523905181375028,38.737689352957204,85.464454425476291,401.039643374981324
12,ES.SDGC.BU.000902200YJ27D,2008/10/20 00:00:00.000,functional,1923/01/01 00:00:00.000,1923/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009022&rc2=00YJ27D,000902200YJ27D,000902200YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000902200YJ27D,jpeg,NotOfficial,grossFloorArea,412,m2,175.000000000000000,1105.175824850000026,193.405769348749999,26.612633862387998,78.362479534416110,228.604977625755879
13,ES.SDGC.BU.000902300YJ27D,2008/10/20 00:00:00.000,functional,1922/01/01 00:00:00.000,1922/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009023&rc2=00YJ27D,000902300YJ27D,000902300YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000902300YJ27D,jpeg,NotOfficial,grossFloorArea,730,m2,175.000000000000000,1198.875885010000047,209.803279876750025,28.868931311040807,97.555536983455710,400.938057496548026
14,ES.SDGC.BU.000902400YJ27D,2008/10/20 00:00:00.000,declined,1930/01/01 00:00:00.000,1930/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009024&rc2=00YJ27D,000902400YJ27D,000902400YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000902400YJ27D,jpeg,NotOfficial,grossFloorArea,99,m2,31.250000000000000,1212.516918949999990,37.891153717187500,5.213822751485000,42.969375081954738,104.913999986615039
15,ES.SDGC.BU.000902500YJ27D,2008/10/20 00:00:00.000,declined,1930/01/01 00:00:00.000,1930/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009025&rc2=00YJ27D,000902500YJ27D,000902500YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,3_industrial,1,0, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000902500YJ27D,jpeg,NotOfficial,grossFloorArea,906,m2,143.750000000000000,1222.946363369999972,175.798539734437497,24.189879067458602,200.255614993358790,550.647755020362752
16,ES.SDGC.BU.000902800YJ27D,2005/11/17 00:00:00.000,functional,1922/01/01 00:00:00.000,1922/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0009028&rc2=00YJ27D,000902800YJ27D,000902800YJ27D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,1,1, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=000902800YJ27D,jpeg,NotOfficial,grossFloorArea,259,m2,6.250000000000000,1223.289184570000089,7.645557403562500,1.052028698730200,82.153748684826610,127.678535004919311
