OID_,gml_id,beginLifes,conditionO,beginning,end,endLifespa,informatio,reference,localId,namespace,horizontal,horizont_1,horizont_2,referenceG,currentUse,numberOfBu,numberOfDw,numberOfFl,documentLi,format,sourceStat,officialAr,value,value_uom,AREA,MEAN,Usable_SR_MWh,Elec_Prod_MWh,Shape_Length,Shape_Area
1,ES.SDGC.BU.6118301YJ2761G,2020/12/18 00:00:00.000,functional,1970/01/01 00:00:00.000,1970/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118301&rc2=YJ2761G,6118301YJ2761G,6118301YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,19,16, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118301YJ2761G,jpeg,NotOfficial,grossFloorArea,4506,m2,162.500000000000000,1129.960796650000020,183.618629455624983,25.265923413093997,85.046941737660632,465.138118710520303
2,ES.SDGC.BU.6118302YJ2761G,2020/12/18 00:00:00.000,functional,1905/01/01 00:00:00.000,1905/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118302&rc2=YJ2761G,6118302YJ2761G,6118302YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,8, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118302YJ2761G,jpeg,NotOfficial,grossFloorArea,1210,m2,68.750000000000000,1072.215492940000104,73.714815139625003,10.143158563212399,76.949536219279480,284.842392494212902
3,ES.SDGC.BU.6118303YJ2761G,2020/12/18 00:00:00.000,functional,1903/01/01 00:00:00.000,1903/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118303&rc2=YJ2761G,6118303YJ2761G,6118303YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,8,6, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118303YJ2761G,jpeg,NotOfficial,grossFloorArea,1471,m2,62.500000000000000,1129.755828860000065,70.609739303750004,9.715900128196001,72.931367479664146,271.186983998549067
4,ES.SDGC.BU.6118304YJ2761G,2020/12/18 00:00:00.000,functional,1910/01/01 00:00:00.000,1910/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118304&rc2=YJ2761G,6118304YJ2761G,6118304YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,16,11, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118304YJ2761G,jpeg,NotOfficial,grossFloorArea,2230,m2,200.000000000000000,1183.679393769999933,236.735878753999970,32.574856916550395,99.570503801046414,389.905106350560629
5,ES.SDGC.BU.6118305YJ2761G,2020/12/18 00:00:00.000,functional,1923/01/01 00:00:00.000,1923/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118305&rc2=YJ2761G,6118305YJ2761G,6118305YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,12,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118305YJ2761G,jpeg,NotOfficial,grossFloorArea,978,m2,75.000000000000000,1193.963500979999935,89.547262573499992,12.321703330113600,60.225023314747979,211.967627978143099
6,ES.SDGC.BU.6118306YJ2761G,2020/12/18 00:00:00.000,functional,1927/01/01 00:00:00.000,1927/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118306&rc2=YJ2761G,6118306YJ2761G,6118306YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,12,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118306YJ2761G,jpeg,NotOfficial,grossFloorArea,1051,m2,93.750000000000000,1263.132169599999997,118.418640900000000,16.294404987840000,70.581838946807110,274.374786991624603
7,ES.SDGC.BU.6118307YJ2761G,2020/12/18 00:00:00.000,functional,1903/01/01 00:00:00.000,1996/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118307&rc2=YJ2761G,6118307YJ2761G,6118307YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,9, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118307YJ2761G,jpeg,NotOfficial,grossFloorArea,1289,m2,106.250000000000000,1202.615234379999947,127.777868652875000,17.582234726635598,74.566618376131714,308.366072529684743
8,ES.SDGC.BU.6118308YJ2761G,2020/12/18 00:00:00.000,functional,1903/01/01 00:00:00.000,1903/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118308&rc2=YJ2761G,6118308YJ2761G,6118308YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,8, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118308YJ2761G,jpeg,NotOfficial,grossFloorArea,927,m2,87.500000000000000,1062.805411199999980,92.995473480000001,12.796177150848001,65.751160335731598,258.754923977812098
9,ES.SDGC.BU.6118309YJ2761G,2020/10/09 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118309&rc2=YJ2761G,6118309YJ2761G,6118309YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,30,26, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118309YJ2761G,jpeg,NotOfficial,grossFloorArea,5540,m2,131.250000000000000,1107.338768370000025,145.338213348562505,19.998538156762201,77.255633493582351,376.059398096467021
10,ES.SDGC.BU.6118310YJ2761G,2020/12/18 00:00:00.000,functional,1903/01/01 00:00:00.000,1903/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118310&rc2=YJ2761G,6118310YJ2761G,6118310YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,5,4, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118310YJ2761G,jpeg,NotOfficial,grossFloorArea,776,m2,31.250000000000000,961.920617676000006,30.060019302375000,4.136258656006800,57.532462926669524,155.254040501760812
11,ES.SDGC.BU.6118311YJ2761G,2020/12/18 00:00:00.000,functional,1918/01/01 00:00:00.000,1918/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6118311&rc2=YJ2761G,6118311YJ2761G,6118311YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,8, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6118311YJ2761G,jpeg,NotOfficial,grossFloorArea,2043,m2,162.500000000000000,1067.443584740000006,173.459582520249995,23.868038554786398,90.524046684990594,493.219451088066762
12,ES.SDGC.BU.6218301YJ2761G,2020/12/18 00:00:00.000,functional,1980/01/01 00:00:00.000,1980/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6218301&rc2=YJ2761G,6218301YJ2761G,6218301YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,35,16, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6218301YJ2761G,jpeg,NotOfficial,grossFloorArea,3504,m2,118.750000000000000,1070.050058470000067,127.068444443312501,17.484617955399802,72.941977577051119,337.454031889767066
13,ES.SDGC.BU.6218302YJ2761G,2020/12/18 00:00:00.000,functional,1930/01/01 00:00:00.000,1930/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6218302&rc2=YJ2761G,6218302YJ2761G,6218302YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,17,16, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6218302YJ2761G,jpeg,NotOfficial,grossFloorArea,4932,m2,693.750000000000000,1059.240937100000110,734.848400113125081,101.115139855566014,166.729675439664220,1262.701029894172962
14,ES.SDGC.BU.6218303YJ2761G,2020/12/18 00:00:00.000,functional,2004/01/01 00:00:00.000,2004/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6218303&rc2=YJ2761G,6218303YJ2761G,6218303YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,13,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6218303YJ2761G,jpeg,NotOfficial,grossFloorArea,2357,m2,131.250000000000000,1111.687619159999940,145.909000014750006,20.077078402029599,75.237124852694009,325.710115044652980
15,ES.SDGC.BU.6218304YJ2761G,2020/12/18 00:00:00.000,functional,1976/01/01 00:00:00.000,1976/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6218304&rc2=YJ2761G,6218304YJ2761G,6218304YJ2761G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,13,11, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6218304YJ2761G,jpeg,NotOfficial,grossFloorArea,1356,m2,106.250000000000000,1085.484823790000064,115.332762527687507,15.869788123809801,70.553643734083167,207.404493593094941
