OID_,gml_id,beginLifes,conditionO,beginning,end,endLifespa,informatio,reference,localId,namespace,horizontal,horizont_1,horizont_2,referenceG,currentUse,numberOfBu,numberOfDw,numberOfFl,documentLi,format,sourceStat,officialAr,value,value_uom,AREA,MEAN,Usable_SR_MWh,Elec_Prod_MWh,Shape_Length,Shape_Area
1,ES.SDGC.BU.6342401YJ2764C,2022/02/02 00:00:00.000,functional,1994/01/01 00:00:00.000,1994/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6342401&rc2=YJ2764C,6342401YJ2764C,6342401YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,118,64, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6342401YJ2764C,jpeg,NotOfficial,grossFloorArea,9891,m2,587.500000000000000,1171.456117669999912,688.230469131124892,94.700512552442774,185.695763609722349,948.298952143099086
2,ES.SDGC.BU.6443801YJ2764C,2020/10/29 00:00:00.000,functional,1967/01/01 00:00:00.000,1967/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443801&rc2=YJ2764C,6443801YJ2764C,6443801YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,59,54, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443801YJ2764C,jpeg,NotOfficial,grossFloorArea,7214,m2,300.000000000000000,1169.786552430000029,350.935965728999975,48.288788884310392,127.030797124741639,968.837292514681280
3,ES.SDGC.BU.6443802YJ2764C,2020/12/18 00:00:00.000,functional,1967/01/01 00:00:00.000,1967/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443802&rc2=YJ2764C,6443802YJ2764C,6443802YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,50,48, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443802YJ2764C,jpeg,NotOfficial,grossFloorArea,5642,m2,262.500000000000000,1167.371574770000052,306.435038377125011,42.165461280692398,122.117944168988487,910.160374984628106
4,ES.SDGC.BU.6443803YJ2764C,2020/12/18 00:00:00.000,functional,1992/01/01 00:00:00.000,1992/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443803&rc2=YJ2764C,6443803YJ2764C,6443803YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,46,16, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443803YJ2764C,jpeg,NotOfficial,grossFloorArea,4048,m2,112.500000000000000,1136.703687879999961,127.879164886500007,17.596173088382404,94.202570128443639,493.679580003671674
5,ES.SDGC.BU.6443805YJ2764C,2020/12/18 00:00:00.000,functional,1971/01/01 00:00:00.000,1971/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443805&rc2=YJ2764C,6443805YJ2764C,6443805YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,49,32, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443805YJ2764C,jpeg,NotOfficial,grossFloorArea,3822,m2,318.750000000000000,1192.352349969999977,380.062311552937501,52.296574069684205,83.837566856421120,425.411200000290933
6,ES.SDGC.BU.6443806YJ2764C,2020/12/18 00:00:00.000,functional,1978/01/01 00:00:00.000,1978/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443806&rc2=YJ2764C,6443806YJ2764C,6443806YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,31,16, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443806YJ2764C,jpeg,NotOfficial,grossFloorArea,3067,m2,137.500000000000000,1204.055913749999945,165.557688140624975,22.780737888149996,99.488524002349436,383.368747479183639
7,ES.SDGC.BU.6443807YJ2764C,2020/10/29 00:00:00.000,functional,1993/01/01 00:00:00.000,1993/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443807&rc2=YJ2764C,6443807YJ2764C,6443807YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,37,16, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443807YJ2764C,jpeg,NotOfficial,grossFloorArea,3513,m2,125.000000000000000,1217.522537229999898,152.190317153749987,20.941387640355998,79.795831302131290,330.708307500884530
8,ES.SDGC.BU.6443808YJ2764C,2020/10/29 00:00:00.000,functional,1993/01/01 00:00:00.000,1993/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443808&rc2=YJ2764C,6443808YJ2764C,6443808YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,61,30, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443808YJ2764C,jpeg,NotOfficial,grossFloorArea,4588,m2,306.250000000000000,1150.907234040000048,352.465340424750025,48.499230842445598,94.117057399480984,458.842485006300592
9,ES.SDGC.BU.6443809YJ2764C,2020/12/18 00:00:00.000,functional,1991/01/01 00:00:00.000,1991/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443809&rc2=YJ2764C,6443809YJ2764C,6443809YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,64,32, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443809YJ2764C,jpeg,NotOfficial,grossFloorArea,5351,m2,362.500000000000000,1106.384383630000002,401.064339065875004,55.186453055464398,102.499592546998699,525.757210006257196
10,ES.SDGC.BU.6443810YJ2764C,2020/10/29 00:00:00.000,functional,1974/01/01 00:00:00.000,1974/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6443810&rc2=YJ2764C,6443810YJ2764C,6443810YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,37,33, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6443810YJ2764C,jpeg,NotOfficial,grossFloorArea,4531,m2,225.000000000000000,1101.335427179999897,247.800471115499960,34.097344825492797,91.902047168163591,463.622400014095376
11,ES.SDGC.BU.6444401YJ2764C,2020/12/18 00:00:00.000,functional,1962/01/01 00:00:00.000,1962/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6444401&rc2=YJ2764C,6444401YJ2764C,6444401YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,16,15, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6444401YJ2764C,jpeg,NotOfficial,grossFloorArea,1181,m2,56.250000000000000,1181.097846140000001,66.436753845375009,9.141697329123600,60.240859058836435,220.736962728718936
12,ES.SDGC.BU.6444402YJ2764D,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6444402&rc2=YJ2764D,6444402YJ2764D,6444402YJ2764D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,3_industrial,1,0, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6444402YJ2764D,jpeg,NotOfficial,grossFloorArea,27,m2,12.500000000000000,936.787170410000044,11.709839630125002,1.611273933105200,21.689222292054225,27.784049999642001
13,ES.SDGC.BU.6444403YJ2764C,2020/10/29 00:00:00.000,functional,1977/01/01 00:00:00.000,1977/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6444403&rc2=YJ2764C,6444403YJ2764C,6444403YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,41,24, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6444403YJ2764C,jpeg,NotOfficial,grossFloorArea,3355,m2,243.750000000000000,1207.336375699999962,294.288241576874952,40.494062040977994,81.893402009819525,359.666300012705676
14,ES.SDGC.BU.6444404YJ2764C,2020/12/18 00:00:00.000,functional,1940/01/01 00:00:00.000,1940/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6444404&rc2=YJ2764C,6444404YJ2764C,6444404YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,3_industrial,1,0, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6444404YJ2764C,jpeg,NotOfficial,grossFloorArea,804,m2,543.750000000000000,1022.245463749999999,555.845970914062491,76.484405597775009,119.264752874392201,807.669360005618614
15,ES.SDGC.BU.6444405YJ2764C,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6444405&rc2=YJ2764C,6444405YJ2764C,6444405YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,18,16, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6444405YJ2764C,jpeg,NotOfficial,grossFloorArea,1629,m2,275.000000000000000,1189.018155179999894,326.979992674500011,44.992446992011203,84.032286554879732,365.072604988419414
16,ES.SDGC.BU.6444406YJ2764C,2020/12/18 00:00:00.000,functional,1965/01/01 00:00:00.000,1965/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6444406&rc2=YJ2764C,6444406YJ2764C,6444406YJ2764C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,12,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6444406YJ2764C,jpeg,NotOfficial,grossFloorArea,1001,m2,68.750000000000000,1104.434975359999953,75.929904555999997,10.447954866905599,64.385294892617281,184.622005013910012
17,ES.SDGC.BU.6543401YJ2764D,2020/12/18 00:00:00.000,functional,1945/01/01 00:00:00.000,1945/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6543401&rc2=YJ2764D,6543401YJ2764D,6543401YJ2764D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,6,4, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6543401YJ2764D,jpeg,NotOfficial,grossFloorArea,470,m2,81.250000000000000,1051.384713980000015,85.425008010875004,11.754481102296401,52.396257913424108,174.999811259662522
18,ES.SDGC.BU.6543402YJ2764D,2020/12/18 00:00:00.000,functional,1950/01/01 00:00:00.000,1950/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6543402&rc2=YJ2764D,6543402YJ2764D,6543402YJ2764D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,17,15, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6543402YJ2764D,jpeg,NotOfficial,grossFloorArea,915,m2,75.000000000000000,1095.231089269999984,82.142331695250007,11.302784841266400,53.035773812473671,173.006826873881153
19,ES.SDGC.BU.6543403YJ2764D,2020/12/18 00:00:00.000,functional,1976/01/01 00:00:00.000,1976/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=6543403&rc2=YJ2764D,6543403YJ2764D,6543403YJ2764D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,12,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=6543403YJ2764D,jpeg,NotOfficial,grossFloorArea,1197,m2,81.250000000000000,1174.238666239999930,95.406891631999997,13.127988288563200,66.565114857256987,202.950504003212046
