OID_,gml_id,beginLifes,conditionO,beginning,end,endLifespa,informatio,reference,localId,namespace,horizontal,horizont_1,horizont_2,referenceG,currentUse,numberOfBu,numberOfDw,numberOfFl,documentLi,format,sourceStat,officialAr,value,value_uom,AREA,MEAN,Usable_SR_MWh,Elec_Prod_MWh,Shape_Length,Shape_Area
1,ES.SDGC.BU.0019201YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019201&rc2=YJ3701G,0019201YJ3701G,0019201YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019201YJ3701G,jpeg,NotOfficial,grossFloorArea,769,m2,93.750000000000000,1174.337862139999970,110.094174575625004,15.148958421606000,51.548459881087936,157.455257994838831
2,ES.SDGC.BU.0019202YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019202&rc2=YJ3701G,0019202YJ3701G,0019202YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019202YJ3701G,jpeg,NotOfficial,grossFloorArea,768,m2,93.750000000000000,1225.385074869999926,114.879850769062500,15.807467465823001,51.822708760509016,158.677483995189021
3,ES.SDGC.BU.0019203YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019203&rc2=YJ3701G,0019203YJ3701G,0019203YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019203YJ3701G,jpeg,NotOfficial,grossFloorArea,768,m2,100.000000000000000,1193.294311520000065,119.329431151999998,16.419729726515200,51.715193340590901,157.892490494604345
4,ES.SDGC.BU.0019204YJ3702A,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019204&rc2=YJ3702A,0019204YJ3702A,0019204YJ3702A,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019204YJ3702A,jpeg,NotOfficial,grossFloorArea,768,m2,68.750000000000000,1150.086148350000030,79.068422699062509,10.879814963391002,51.764223563125604,158.878453620024203
5,ES.SDGC.BU.0019301YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019301&rc2=YJ3701G,0019301YJ3701G,0019301YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019301YJ3701G,jpeg,NotOfficial,grossFloorArea,770,m2,68.750000000000000,1216.440374199999951,83.630275726249991,11.507525939931998,51.638690111903706,157.808099996351729
6,ES.SDGC.BU.0019302YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019302&rc2=YJ3701G,0019302YJ3701G,0019302YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019302YJ3701G,jpeg,NotOfficial,grossFloorArea,770,m2,62.500000000000000,1228.425158689999989,76.776572418124999,10.564456364733999,51.658352732050730,157.986818513596120
7,ES.SDGC.BU.0019401YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019401&rc2=YJ3701G,0019401YJ3701G,0019401YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019401YJ3701G,jpeg,NotOfficial,grossFloorArea,770,m2,68.750000000000000,1222.105923739999980,84.019782257125001,11.561122038580400,51.692294920469664,158.923830010122686
8,ES.SDGC.BU.0019402YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019402&rc2=YJ3701G,0019402YJ3701G,0019402YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019402YJ3701G,jpeg,NotOfficial,grossFloorArea,770,m2,56.250000000000000,1192.497802730000103,67.078001403562510,9.229932993130202,51.656706487364914,158.059852375283384
9,ES.SDGC.BU.0019501YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019501&rc2=YJ3701G,0019501YJ3701G,0019501YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019501YJ3701G,jpeg,NotOfficial,grossFloorArea,768,m2,75.000000000000000,1196.350596109999969,89.726294708250009,12.346338151855202,51.681342491291936,158.252160130538670
10,ES.SDGC.BU.0019502YJ3701G,2020/12/18 00:00:00.000,functional,1960/01/01 00:00:00.000,1960/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=0019502&rc2=YJ3701G,0019502YJ3701G,0019502YJ3701G,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,10,10, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=0019502YJ3701G,jpeg,NotOfficial,grossFloorArea,768,m2,62.500000000000000,1220.764880369999901,76.297805023124994,10.498577971182000,51.605524591075053,157.881587499112271
