OID_,gml_id,beginLifes,conditionO,beginning,end,endLifespa,informatio,reference,localId,namespace,horizontal,horizont_1,horizont_2,referenceG,currentUse,numberOfBu,numberOfDw,numberOfFl,documentLi,format,sourceStat,officialAr,value,value_uom,AREA,MEAN,Usable_SR_MWh,Elec_Prod_MWh,Shape_Length,Shape_Area
1,ES.SDGC.BU.8924201YJ2782F,2020/12/18 00:00:00.000,functional,1972/01/01 00:00:00.000,1972/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8924201&rc2=YJ2782F,8924201YJ2782F,8924201YJ2782F,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,32,28, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8924201YJ2782F,jpeg,NotOfficial,grossFloorArea,2803,m2,156.250000000000000,1171.417824710000104,183.034035110937509,25.185483231265003,90.739772140684735,366.643207469907395
2,ES.SDGC.BU.8924202YJ2782F,2020/12/18 00:00:00.000,functional,1972/01/01 00:00:00.000,1972/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8924202&rc2=YJ2782F,8924202YJ2782F,8924202YJ2782F,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,30,28, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8924202YJ2782F,jpeg,NotOfficial,grossFloorArea,2760,m2,137.500000000000000,1162.952683879999995,159.905994033500008,22.003064779009602,85.883710934214506,357.586737763713188
3,ES.SDGC.BU.8924203YJ2782D,2020/12/18 00:00:00.000,functional,1973/01/01 00:00:00.000,1973/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8924203&rc2=YJ2782D,8924203YJ2782D,8924203YJ2782D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,26,25, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8924203YJ2782D,jpeg,NotOfficial,grossFloorArea,2265,m2,168.750000000000000,1138.146855109999933,192.062281799812467,26.427769975654194,76.637301200812217,365.268070305242588
4,ES.SDGC.BU.8924204YJ2782D,2020/12/18 00:00:00.000,functional,1973/01/01 00:00:00.000,1973/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8924204&rc2=YJ2782D,8924204YJ2782D,8924204YJ2782D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,26,24, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8924204YJ2782D,jpeg,NotOfficial,grossFloorArea,2309,m2,212.500000000000000,1162.254416069999934,246.979063414874986,33.984319125886799,76.879233687197853,367.435590494615269
5,ES.SDGC.BU.8924205YJ2782D,2020/12/18 00:00:00.000,functional,1991/01/01 00:00:00.000,1991/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8924205&rc2=YJ2782D,8924205YJ2782D,8924205YJ2782D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,20,15, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8924205YJ2782D,jpeg,NotOfficial,grossFloorArea,2160,m2,206.250000000000000,1133.544701779999968,233.793594742124981,32.169998636516397,73.868019001951509,319.082684532514463
6,ES.SDGC.BU.8924501YJ2782D,2020/10/08 00:00:00.000,functional,1988/01/01 00:00:00.000,1988/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8924501&rc2=YJ2782D,8924501YJ2782D,8924501YJ2782D,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,117,80, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8924501YJ2782D,jpeg,NotOfficial,grossFloorArea,11822,m2,581.250000000000000,1177.651115169999912,684.509710692562408,94.188536191296578,162.905208450596120,961.422325639183214
7,ES.SDGC.BU.9024101YJ2792C,2020/12/18 00:00:00.000,functional,1988/01/01 00:00:00.000,1988/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=9024101&rc2=YJ2792C,9024101YJ2792C,9024101YJ2792C,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,114,72, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=9024101YJ2792C,jpeg,NotOfficial,grossFloorArea,9732,m2,543.750000000000000,1179.147453219999989,641.161427688374943,88.223812449920402,177.946453220217364,953.080329994301678
8,ES.SDGC.BU.9025901YJ2792E,2020/10/08 00:00:00.000,functional,1971/01/01 00:00:00.000,1971/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=9025901&rc2=YJ2792E,9025901YJ2792E,9025901YJ2792E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,29,24, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=9025901YJ2792E,jpeg,NotOfficial,grossFloorArea,2584,m2,181.250000000000000,1127.267586539999911,204.317250060374988,28.114053608307596,94.066285962609399,418.326386648184382
9,ES.SDGC.BU.9025902YJ2792E,2020/12/18 00:00:00.000,functional,1974/01/01 00:00:00.000,1974/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=9025902&rc2=YJ2792E,9025902YJ2792E,9025902YJ2792E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,44,38, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=9025902YJ2792E,jpeg,NotOfficial,grossFloorArea,3394,m2,175.000000000000000,1164.844600129999890,203.847805022749981,28.049457971130398,74.286827480911498,327.603763136193379
10,ES.SDGC.BU.9025903YJ2792E,2020/10/08 00:00:00.000,functional,1982/01/01 00:00:00.000,1982/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=9025903&rc2=YJ2792E,9025903YJ2792E,9025903YJ2792E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,72,49, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=9025903YJ2792E,jpeg,NotOfficial,grossFloorArea,6018,m2,281.250000000000000,1184.222625050000033,333.062613295312531,45.829415589435008,107.248659992731078,548.418402351575992
