OID_,gml_id,beginLifes,conditionO,beginning,end,endLifespa,informatio,reference,localId,namespace,horizontal,horizont_1,horizont_2,referenceG,currentUse,numberOfBu,numberOfDw,numberOfFl,documentLi,format,sourceStat,officialAr,value,value_uom,AREA,MEAN,Usable_SR_MWh,Elec_Prod_MWh,Shape_Length,Shape_Area
1,ES.SDGC.BU.8126501YJ2782E,2020/10/21 00:00:00.000,functional,1972/01/01 00:00:00.000,1972/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126501&rc2=YJ2782E,8126501YJ2782E,8126501YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,34,28, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126501YJ2782E,jpeg,NotOfficial,grossFloorArea,3405,m2,318.750000000000000,1147.858836449999899,365.880004118437455,50.345088566696994,89.800385875798710,482.015926556460101
2,ES.SDGC.BU.8126502YJ2782E,2020/10/21 00:00:00.000,functional,1972/01/01 00:00:00.000,1972/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126502&rc2=YJ2782E,8126502YJ2782E,8126502YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,26,21, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126502YJ2782E,jpeg,NotOfficial,grossFloorArea,2448,m2,156.250000000000000,1128.121364750000112,176.268963242187510,24.254609342125001,75.421191304431943,299.520242495652155
3,ES.SDGC.BU.8126503YJ2782E,2020/10/21 00:00:00.000,functional,1972/01/01 00:00:00.000,1972/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126503&rc2=YJ2782E,8126503YJ2782E,8126503YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,32,28, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126503YJ2782E,jpeg,NotOfficial,grossFloorArea,3198,m2,243.750000000000000,1180.941733339999928,287.854547501624950,39.608785736223588,91.637835218411610,412.229068259827159
4,ES.SDGC.BU.8126504YJ2782E,2020/10/21 00:00:00.000,functional,1971/01/01 00:00:00.000,1971/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126504&rc2=YJ2782E,8126504YJ2782E,8126504YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,21,15, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126504YJ2782E,jpeg,NotOfficial,grossFloorArea,1689,m2,168.750000000000000,1102.213641130000042,185.998551940687491,25.593400747038597,74.640580412289481,289.637903550486158
5,ES.SDGC.BU.8126505YJ2782E,2020/10/08 00:00:00.000,functional,1971/01/01 00:00:00.000,1971/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126505&rc2=YJ2782E,8126505YJ2782E,8126505YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,29,20, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126505YJ2782E,jpeg,NotOfficial,grossFloorArea,2206,m2,256.250000000000000,1180.502124319999893,302.503669356999978,41.624504903523196,88.973762515701324,383.609967134612361
6,ES.SDGC.BU.8126506YJ2782E,2020/10/08 00:00:00.000,functional,1969/01/01 00:00:00.000,1969/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126506&rc2=YJ2782E,8126506YJ2782E,8126506YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,25,20, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126506YJ2782E,jpeg,NotOfficial,grossFloorArea,2106,m2,237.500000000000000,1147.986405220000051,272.646771239750024,37.516195722589600,86.391915730254738,366.102802294861078
7,ES.SDGC.BU.8126507YJ2782E,2020/10/08 00:00:00.000,functional,1971/01/01 00:00:00.000,1971/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126507&rc2=YJ2782E,8126507YJ2782E,8126507YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,19,15, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126507YJ2782E,jpeg,NotOfficial,grossFloorArea,1658,m2,225.000000000000000,1127.241463560000057,253.629329301000013,34.899395711817604,73.934864049465943,284.463209875714995
8,ES.SDGC.BU.8126508YJ2782E,2020/10/21 00:00:00.000,functional,1972/01/01 00:00:00.000,1972/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126508&rc2=YJ2782E,8126508YJ2782E,8126508YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,30,28, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126508YJ2782E,jpeg,NotOfficial,grossFloorArea,3220,m2,225.000000000000000,1170.351204770000095,263.329021073250033,36.234073299679203,91.966072460055116,469.102350990971161
9,ES.SDGC.BU.8126509YJ2782E,2020/10/21 00:00:00.000,functional,1971/01/01 00:00:00.000,1971/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8126509&rc2=YJ2782E,8126509YJ2782E,8126509YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,33,29, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8126509YJ2782E,jpeg,NotOfficial,grossFloorArea,3223,m2,250.000000000000000,1190.201831050000010,297.550457762500002,40.942942988120002,88.645988267664180,469.530472544175609
10,ES.SDGC.BU.8225401YJ2782E,2020/10/08 00:00:00.000,functional,1976/01/01 00:00:00.000,1976/01/01 00:00:00.000, ,https://www1.sedecatastro.gob.es/CYCBienInmueble/OVCListaBienes.aspx?rc1=8225401&rc2=YJ2782E,8225401YJ2782E,8225401YJ2782E,ES.SDGC.BU,0.100000000000000,m,footPrint,1,1_residential,19,15, ,http://ovc.catastro.meh.es/OVCServWeb/OVCWcfLibres/OVCFotoFachada.svc/RecuperarFotoFachadaGet?ReferenciaCatastral=8225401YJ2782E,jpeg,NotOfficial,grossFloorArea,1797,m2,212.500000000000000,1069.009266569999909,227.164469146124986,31.257830954506797,73.685623235594022,318.026799987087770
