id,vector,valor_vector,huella,reduccion,huella/capita
16.2,E1,"(0, 'PNIEC')",749.5811588966862,0.22535243267754038,0.12739312693689434
17.1,E1,"(0, 'PNIEC')",1760.1818121102642,0.22232568641777373,1.7725899417021795
17.2,E1,"(0, 'PNIEC')",6098.402797613106,0.22388455525442053,6.716302640543068
17.3,E1,"(0, 'PNIEC')",3405.606237269183,0.22298469370378673,2.8594510808305484
17.4,E1,"(0, 'PNIEC')",81.50199032059884,0.22333593990663725,0.22452338931294444
17.5,E1,"(0, 'PNIEC')",6.925823675025482,0.21138211382113825,0.12150567850921898
17.6,E1,"(0, 'PNIEC')",1409.605344989683,0.21594579949089213,0.5642935728541566
17.7,E1,"(0, 'PNIEC')",1742.6137067341285,0.22232568641777364,2.374133115441592
18.1,E1,"(0, 'PNIEC')",5424.653618879454,0.23262902559538046,0.40558157898164143
18.2,E1,"(0, 'PNIEC')",2224.299301391377,0.2346939569229014,1.8994870208295278
19.1,E1,"(0, 'PNIEC')",4134.982080375559,0.21323474018458455,3.227932927693645
19.2,E1,"(0, 'PNIEC')",10326.578504427478,0.2223874894853296,1.5190612686712972
19.3,E1,"(0, 'PNIEC')",774.2477377443886,0.22847380318194763,0.2981315894279509
19.4,E1,"(0, 'PNIEC')",848.6804188664057,0.22405188184349045,0.4478524637817444
19.5,E1,"(0, 'PNIEC')",3792.830628180728,0.22405188184349048,4.9709444668161575
19.6,E1,"(0, 'PNIEC')",501.22522750123255,0.22405188184349042,0.3368449109551294
19.7,E1,"(0, 'PNIEC')",1327.2582315899572,0.2266849286297712,0.27209065838252505
19.8,E1,"(0, 'PNIEC')",17489.75096889858,0.22875299434384647,11.006765870924218
2.1,E1,"(0, 'PNIEC')",12124.908754059656,0.22668693382834443,0.5108451128738005
2.2,E1,"(0, 'PNIEC')",7156.233587513879,0.23447377108458306,1.0192613000304627
2.3,E1,"(0, 'PNIEC')",7876.149174066031,0.22923818247112246,0.6609725725130943
3.1,E1,"(0, 'PNIEC')",4085.709357535736,0.22756342025392132,0.6189530915824475
3.2,E1,"(0, 'PNIEC')",3096.5788830045503,0.22991469894250377,0.681315485809582
3.3,E1,"(0, 'PNIEC')",5480.567048773069,0.22752469320388974,0.36784797964783333
3.4,E1,"(0, 'PNIEC')",10913.041639382496,0.22874753860660288,0.48521816012549446
4.1,E1,"(0, 'PNIEC')",6579.513365826875,0.2340433868342266,0.5718829522665689
4.2,E1,"(0, 'PNIEC')",2696.024467096518,0.23395664477140932,0.5087798579159309
4.3,E1,"(0, 'PNIEC')",679.1400622121552,0.23418036111932639,0.13512536056748015
4.4,E1,"(0, 'PNIEC')",16448.75265397209,0.23462655107322455,0.9489300019598529
5.1,E1,"(0, 'PNIEC')",4081.2584681660405,0.2339967797922828,0.3773004038241694
5.2,E1,"(0, 'PNIEC')",4495.493370727069,0.23438477358940363,0.44303669761772635
5.3,E1,"(0, 'PNIEC')",6719.851280566478,0.241355875240336,0.8578898609174618
5.4,E1,"(0, 'PNIEC')",2913.4534001732372,0.23395220382824974,0.34231622608074697
5.5,E1,"(0, 'PNIEC')",2601.8007438775435,0.23394675900009865,0.26808869076533165
6.1,E1,"(0, 'PNIEC')",4327.802323645897,0.24162921339660826,0.6420119156869747
6.2,E1,"(0, 'PNIEC')",10729.645066747438,0.23610237441695806,0.7349071963525643
6.3,E1,"(0, 'PNIEC')",2101.529312607308,0.2409607605132093,0.33048109963945715
6.4,E1,"(0, 'PNIEC')",3270.8990796493936,0.23991727771186097,1.1920186150325778
7.1,E1,"(0, 'PNIEC')",7491.473671865965,0.2251608343505437,0.2885886849210665
7.2,E1,"(0, 'PNIEC')",874.9572035109147,0.22948118801473075,0.18055245635800965
7.3,E1,"(0, 'PNIEC')",5332.054569619205,0.22515811944651012,0.5719247634473029
7.4,E1,"(0, 'PNIEC')",1258.7994955429926,0.22958021937737663,0.35419231726026806
7.5,E1,"(0, 'PNIEC')",663.1368839296281,0.22967933720406394,0.13252135969816708
8.1,E1,"(0, 'PNIEC')",6904.090208292198,0.2266059099643478,0.28411893861284765
8.2,E1,"(0, 'PNIEC')",1904.139607667903,0.22967933720406386,0.18671696486251255
8.3,E1,"(0, 'PNIEC')",3983.071590595733,0.2296694109803313,0.39346750870253216
8.4,E1,"(0, 'PNIEC')",1741.1888173563004,0.22918570348744446,0.1822661799807705
8.5,E1,"(0, 'PNIEC')",900.1279821214202,0.22670037252953243,0.24837968601584443
9.1,E1,"(0, 'PNIEC')",4896.524668141373,0.229151042778539,0.32003429203538386
9.2,E1,"(0, 'PNIEC')",1429.2143862017797,0.2268273651999875,0.08477456469552047
9.3,E1,"(0, 'PNIEC')",1618.1073024350208,0.22711517691676322,0.27027013569985314
9.4,E1,"(0, 'PNIEC')",1059.4951979863354,0.2266849286297711,0.10633231613672575
9.5,E1,"(0, 'PNIEC')",4745.2734061992005,0.2267141759263367,1.2386513720175412
1.1,E1,"(0, 'Borrador PNIEC')",2399.2665817636416,0.40863408287309516,0.7734579567258677
1.2,E1,"(0, 'Borrador PNIEC')",3680.258973114623,0.41668671219883224,0.9302980215153244
1.3,E1,"(0, 'Borrador PNIEC')",3831.6883521752416,0.4123229406094598,0.5716378266709297
1.4,E1,"(0, 'Borrador PNIEC')",2129.5110954841257,0.39916918079780156,0.4484125280025533
1.5,E1,"(0, 'Borrador PNIEC')",2343.6010136665404,0.40027768622224563,0.6206570481108423
1.6,E1,"(0, 'Borrador PNIEC')",10830.313727751787,0.4227961318817871,1.9010555955330501
10.1,E1,"(0, 'Borrador PNIEC')",4416.571690576966,0.38742627873131763,0.22998186266282888
10.2,E1,"(0, 'Borrador PNIEC')",2641.407448538437,0.3889912806990155,0.21960487600086773
10.3,E1,"(0, 'Borrador PNIEC')",8316.02778213688,0.37345887813839296,0.3731335658517019
10.4,E1,"(0, 'Borrador PNIEC')",770.2009161475778,0.39743990015461483,0.2533555645222295
10.5,E1,"(0, 'Borrador PNIEC')",1789.1185917366656,0.39997509270363846,0.2372836328563217
10.6,E1,"(0, 'Borrador PNIEC')",17922.63613825715,0.40922949021305743,6.472602433462314
10.7,E1,"(0, 'Borrador PNIEC')",4586.083371901494,0.40184026316769494,0.5966024940681012
11.1,E1,"(0, 'Borrador PNIEC')",7970.079201102866,0.43201379427901004,0.8393974935337405
11.2,E1,"(0, 'Borrador PNIEC')",6362.407475887622,0.4008762531809278,0.3313581311331505
11.3,E1,"(0, 'Borrador PNIEC')",3434.6964004501215,0.4008649277639824,0.26783346853166884
11.4,E1,"(0, 'Borrador PNIEC')",1537.9570351721684,0.40754973566193337,0.19522176125567
11.5,E1,"(0, 'Borrador PNIEC')",2231.977386426096,0.4361923881456118,0.3666191502013955
12.1,E1,"(0, 'Borrador PNIEC')",3971.04363682654,0.4073953873218149,0.1617335411895304
12.2,E1,"(0, 'Borrador PNIEC')",3033.6830106066727,0.4020920942776054,0.3482188946977356
12.3,E1,"(0, 'Borrador PNIEC')",3268.095761059807,0.40108931433844913,0.22333737176654186
12.4,E1,"(0, 'Borrador PNIEC')",1330.8192697370034,0.400964992057644,0.2937142506592371
12.5,E1,"(0, 'Borrador PNIEC')",7568.8886503941985,0.4011691387754503,0.5767651185242855
13.1,E1,"(0, 'Borrador PNIEC')",1395.0056547893296,0.4075551970739391,0.1646218615517264
13.2,E1,"(0, 'Borrador PNIEC')",2246.4426221282956,0.4072793277932333,0.1922665715618192
13.3,E1,"(0, 'Borrador PNIEC')",2498.3380732607657,0.4019954576522778,0.3561930529313895
13.4,E1,"(0, 'Borrador PNIEC')",2333.1099860659174,0.40199545765227773,0.4323776845933872
13.5,E1,"(0, 'Borrador PNIEC')",12856.078707288907,0.4060111467272616,3.8887110427371163
14.1,E1,"(0, 'Borrador PNIEC')",4032.127521599873,0.3925023080898926,0.17701073451863
14.2,E1,"(0, 'Borrador PNIEC')",4294.284454760214,0.39019819672568,0.8125419971164076
15.1,E1,"(0, 'Borrador PNIEC')",1411.7382104220217,0.38958595148044317,0.0851984435981908
15.2,E1,"(0, 'Borrador PNIEC')",2167.7129485066826,0.38928865345343705,0.08326788877604127
15.3,E1,"(0, 'Borrador PNIEC')",5672.800437790704,0.3896611205988203,0.5174496431442765
16.1,E1,"(0, 'Borrador PNIEC')",3199.014233512429,0.39926550616802337,0.07640714229273979
16.2,E1,"(0, 'Borrador PNIEC')",590.2293476952691,0.3900330565572815,0.10031090205562017
17.1,E1,"(0, 'Borrador PNIEC')",1392.4512975741743,0.3847944572615314,1.402267167748413
17.2,E1,"(0, 'Borrador PNIEC')",4812.8374200335,0.3874924994788049,5.300481740125
17.3,E1,"(0, 'Borrador PNIEC')",2691.405713346494,0.38593504679501545,2.259786493154067
17.4,E1,"(0, 'Borrador PNIEC')",64.37528302461628,0.3865429729153337,0.17734237747828177
17.5,E1,"(0, 'Borrador PNIEC')",5.569219037649357,0.36585365853658536,0.09770559715174311
17.6,E1,"(0, 'Borrador PNIEC')",1125.8941547888614,0.37375234527269796,0.45071823650474835
17.7,E1,"(0, 'Borrador PNIEC')",1378.5534542044645,0.38479445726153144,1.8781382209870088
18.1,E1,"(0, 'Borrador PNIEC')",4222.912838934302,0.4026271596843123,0.315731801041817
18.2,E1,"(0, 'Borrador PNIEC')",1725.827904340689,0.406201079289637,1.4738069208716387
19.1,E1,"(0, 'Borrador PNIEC')",3316.014573722504,0.36906012724255033,2.5886140310089805
19.2,E1,"(0, 'Borrador PNIEC')",8168.4176193276435,0.3849014241092245,1.2015912943994769
19.3,E1,"(0, 'Borrador PNIEC')",606.6971590460751,0.39543542858414016,0.23361461649829612
19.4,E1,"(0, 'Borrador PNIEC')",669.6031976159315,0.38778210319065665,0.35335261087911957
19.5,E1,"(0, 'Borrador PNIEC')",2992.518102441623,0.38778210319065665,3.9220420739732935
19.6,E1,"(0, 'Borrador PNIEC')",395.4633659498037,0.3877821031906566,0.26576839109529815
19.7,E1,"(0, 'Borrador PNIEC')",1042.9418700645338,0.3923392995515271,0.21380522141544359
19.8,E1,"(0, 'Borrador PNIEC')",13698.895947628433,0.3959186440566574,8.621079891521983
2.1,E1,"(0, 'Borrador PNIEC')",9527.562366052174,0.3923427700875191,0.40141404533609326
2.2,E1,"(0, 'Borrador PNIEC')",5554.468018625272,0.4058199884156247,0.7911220650370705
2.3,E1,"(0, 'Borrador PNIEC')",6164.317923827444,0.396758392738481,0.5173143608448678
3.1,E1,"(0, 'Borrador PNIEC')",3206.105059868472,0.39385976582409454,0.4856999030250677
3.2,E1,"(0, 'Borrador PNIEC')",2420.9778508081654,0.3979292866312566,0.5326683940171981
3.3,E1,"(0, 'Borrador PNIEC')",4300.926533590043,0.39379273823750155,0.2886721614598324
3.4,E1,"(0, 'Borrador PNIEC')",8547.74327306868,0.3959092014345049,0.38005172171396023
4.1,E1,"(0, 'Borrador PNIEC')",5110.363057952458,0.40507509259769986,0.44418627187765825
4.2,E1,"(0, 'Borrador PNIEC')",2094.316008323427,0.40492496210436224,0.3952285352563554
4.3,E1,"(0, 'Borrador PNIEC')",527.3778756629879,0.40531216347575727,0.10492993944747073
4.4,E1,"(0, 'Borrador PNIEC')",12763.926634056674,0.40608441531904255,0.7363520615009043
5.1,E1,"(0, 'Borrador PNIEC')",3170.1844994005814,0.4049944265635665,0.29307428116858475
5.2,E1,"(0, 'Borrador PNIEC')",3489.774850763908,0.40566595428935254,0.34392183411490174
5.3,E1,"(0, 'Borrador PNIEC')",5157.568338331231,0.41773132253135087,0.6584409981273115
5.4,E1,"(0, 'Borrador PNIEC')",2263.234480543131,0.40491727585658616,0.2659187499169465
5.5,E1,"(0, 'Borrador PNIEC')",2021.1535049711151,0.40490785211555547,0.20825899072345339
6.1,E1,"(0, 'Borrador PNIEC')",3320.138855927489,0.41820440780182205,0.49252912860517567
6.2,E1,"(0, 'Borrador PNIEC')",8306.213260758328,0.4086387249524273,0.5689187164902965
6.3,E1,"(0, 'Borrador PNIEC')",1614.0032895160946,0.4170474701190163,0.25381400998837783
6.4,E1,"(0, 'Borrador PNIEC')",2516.4185061175017,0.4152414421936054,0.9170621377979233
7.1,E1,"(0, 'Borrador PNIEC')",5900.625273515096,0.3897014440682489,0.2273055693021725
7.2,E1,"(0, 'Borrador PNIEC')",684.5291592148918,0.3971789792562648,0.14125653306126534
7.3,E1,"(0, 'Borrador PNIEC')",4199.786227749108,0.389696745195883,0.4504758369354401
7.4,E1,"(0, 'Borrador PNIEC')",984.6775188200512,0.3973503796916135,0.27706176669106675
7.5,E1,"(0, 'Borrador PNIEC')",518.6482064157494,0.3975219297762646,0.10364672390402667
8.1,E1,"(0, 'Borrador PNIEC')",5425.80887363934,0.39220253647675585,0.22328431578762717
8.2,E1,"(0, 'Borrador PNIEC')",1489.2529977068025,0.3975219297762646,0.14603382993790964
8.3,E1,"(0, 'Borrador PNIEC')",3115.2621340136957,0.39750474977365047,0.3077409991122884
8.4,E1,"(0, 'Borrador PNIEC')",1362.8648248191366,0.39666756372826945,0.14266354284718272
8.5,E1,"(0, 'Borrador PNIEC')",707.2916117048846,0.392366029378037,0.19516876702673416
9.1,E1,"(0, 'Borrador PNIEC')",3832.8207758541066,0.396607574039779,0.25051116182052985
9.2,E1,"(0, 'Borrador PNIEC')",1122.808851605283,0.39258582438459366,0.06659996747169364
9.3,E1,"(0, 'Borrador PNIEC')",1270.635995015673,0.39308396004824414,0.21223250292561766
9.4,E1,"(0, 'Borrador PNIEC')",832.5372386566881,0.392339299551527,0.08355452013816621
9.5,E1,"(0, 'Borrador PNIEC')",3728.6031436325698,0.3923899198725059,0.9732715070823726
1.1,E1,"(0.25, 'Actual')",3868.1012500777642,0.046598964584207946,1.2469700999605946
1.2,E1,"(0.25, 'Actual')",6035.120045729359,0.04344619716535285,1.5255611844614152
1.3,E1,"(0.25, 'Actual')",6312.750380823726,0.03179532376036763,0.9417798569034352
1.4,E1,"(0.25, 'Actual')",3358.97978727653,0.052280788039675195,0.7073025452256327
1.5,E1,"(0.25, 'Actual')",3755.310701370956,0.039024300788684595,0.9945208425240879
1.6,E1,"(0.25, 'Actual')",18315.674999406125,0.023862214650006493,3.214968404319137
10.1,E1,"(0.25, 'Actual')",6693.3301691534525,0.07164233784629481,0.34853833415712626
10.2,E1,"(0.25, 'Actual')",4021.2208084185454,0.06981371710077873,0.3343216501844484
10.3,E1,"(0.25, 'Actual')",12489.486822799492,0.05902465811366007,0.560393360380468
10.4,E1,"(0.25, 'Actual')",1102.3676214030097,0.13757211904998295,0.3626209280930953
10.5,E1,"(0.25, 'Actual')",2691.391462957352,0.09737570191384166,0.35694846988824297
10.6,E1,"(0.25, 'Actual')",29090.041893778085,0.04112660957128772,10.505612818265831
10.7,E1,"(0.25, 'Actual')",7306.797315840873,0.046979392849936956,0.9505395233304115
11.1,E1,"(0.25, 'Actual')",12866.793675688186,0.08305035179102234,1.3551125514152909
11.2,E1,"(0.25, 'Actual')",9743.537063845428,0.0824881218178862,0.5074494590826222
11.3,E1,"(0.25, 'Actual')",5236.170442337103,0.08662280724473646,0.4083102341186138
11.4,E1,"(0.25, 'Actual')",2393.247414662632,0.07807563474323938,0.30378870457763796
11.5,E1,"(0.25, 'Actual')",3531.1644395872804,0.10801184552468801,0.5800204401424573
12.1,E1,"(0.25, 'Actual')",5991.306276666259,0.1059086577155947,0.24401524362262283
12.2,E1,"(0.25, 'Actual')",4780.620583435938,0.05778855895562403,0.5487397363907183
12.3,E1,"(0.25, 'Actual')",5114.769981914583,0.06266810374118595,0.3495366624693899
12.4,E1,"(0.25, 'Actual')",2053.2381408801407,0.07578620628723812,0.45315341886562366
12.5,E1,"(0.25, 'Actual')",12338.315261865097,0.023824461476537332,0.9402053845816579
13.1,E1,"(0.25, 'Actual')",2141.6301048270293,0.09047133892344018,0.252729537978172
13.2,E1,"(0.25, 'Actual')",3525.792912802769,0.06972458376951103,0.3017624882576831
13.3,E1,"(0.25, 'Actual')",3997.6376167882718,0.043121713956288756,0.569951185741128
13.4,E1,"(0.25, 'Actual')",3734.798087788671,0.04272570320818494,0.6921419732744016
13.5,E1,"(0.25, 'Actual')",20644.751331521882,0.046151439430826724,6.244631376745881
14.1,E1,"(0.25, 'Actual')",5940.727110510193,0.10494447693688808,0.26079841566838724
14.2,E1,"(0.25, 'Actual')",6816.620639950126,0.03201858137955048,1.289805229886495
15.1,E1,"(0.25, 'Actual')",1904.1582336782355,0.1766710514310458,0.11491600686048495
15.2,E1,"(0.25, 'Actual')",2840.6875113239316,0.19969104011038064,0.10911871514323865
15.3,E1,"(0.25, 'Actual')",8919.63773533877,0.040332590622325644,0.8136128555449029
16.1,E1,"(0.25, 'Actual')",4063.757136914679,0.2368777040356869,0.09706117170427722
16.2,E1,"(0.25, 'Actual')",725.6403825929526,0.2500938017786474,0.12332433422721832
17.1,E1,"(0.25, 'Actual')",2158.63257881192,0.046284254584360925,2.1738495254903527
17.2,E1,"(0.25, 'Actual')",7539.566366115681,0.04047435080592399,8.303487187352072
17.3,E1,"(0.25, 'Actual')",4196.331845613957,0.04257455290696314,3.5233684681897204
17.4,E1,"(0.25, 'Actual')",50.85419831726162,0.5153906305537783,0.14009421024039015
17.5,E1,"(0.25, 'Actual')",4.498215376562942,0.48780487804878053,0.07891605923794635
17.6,E1,"(0.25, 'Actual')",1538.0019723160613,0.14452870722157607,0.6156933436013056
17.7,E1,"(0.25, 'Actual')",2159.2532205424745,0.03639242613177938,2.941761880848058
18.1,E1,"(0.25, 'Actual')",6048.63189998284,0.14436111851442424,0.45223416074638056
18.2,E1,"(0.25, 'Actual')",2773.8635240039234,0.045607524012879284,2.368798910336399
19.1,E1,"(0.25, 'Actual')",4594.225390939673,0.1258542689923974,3.586436683013016
19.2,E1,"(0.25, 'Actual')",12549.55791379878,0.054992587233581795,1.8460661832596028
19.3,E1,"(0.25, 'Actual')",684.7004978926813,0.3177062775313277,0.2636505575250987
19.4,E1,"(0.25, 'Actual')",906.5200347922975,0.17116914750099374,0.478374688544748
19.5,E1,"(0.25, 'Actual')",4824.833318889219,0.01292182508906826,6.323503694481284
19.6,E1,"(0.25, 'Actual')",311.96715946183355,0.5170428042542088,0.20965534910069458
